movieId,title,genres,overview_clean,original_language,vote_average
323373,Deathgasm,Comedy Horror,two teenage boys unwittingly summon ancient evil entity known blind one delving black magic while trying escape mundane lives,en,6.4
343289,I Am Evel Knievel,Documentary,evel knievel features footage evels greatest jumps including seminal snake river canyon caesars palace jumps film showcases knievels rise small town rebel butte montana cultural icon whose rise superstardom built nerves steel ability get matter severity fall lived life like day last led tumultuous life filled stunts man ever dream encompassing meteoric success wild hubris egomaniacal mistakes ultimately redemption documentary combines original exclusive interviews archival footage largerthanlife character tell knievels incredible story among featured include matthew mcconaughey kid rock michelle rodriguez guy fieri robbie maddison family members including sons kelly robbie former wives linda knievel krystal kennedyknievel,en,6.7
78572,All the Boys Are Called Patrick,Comedy,students veronique charlotte meet same man separately makes date separately next evening show shows third woman,fr,6.1
335837,Therapy for a Vampire,Comedy,horror comedy film following vampire count geza von kösznöm whos visiting groundbreaking neurologist sigund freud because hes bored life frustrated eternally long relationship wife elsa,de,5.9
288585,Silent Heart,Drama,prestigious danish filmmaker bille august winner academy award two palme dor cannes returns highly personal drama three generations family gather weekend sisters sanne heidi accepted terminallyill mothers desire die disease worsens weekend progresses mothers decision becomes harder harder deal old conflicts come surface,da,6.2
59499,Mr. & Mrs. Incredible,Action Comedy Romance,ancient china husband wife retired superheroes contend high cost living infertility contemporary life issues,en,5.0
349048,Daughter of the Lake,Documentary,height peruvian gold rush nélida andean woman able communicate water spirits uses powers prevent mining corporation destroying body water considers mother gold deposit valued billions dollars lies beneath nélidas lakes leads farmers latin americas biggest gold producer conflict,es,8.3
11204,Dresden,Drama History,dresden hospital nurse anna mauth felicitas woll cares badly injured british pilot robert newman john light anna believes german deserter allied forces close anna grows close robert despite engagement alexander wenninger benjamin sadler gripping historical romance won german television award,de,6.6
238398,Grantham and Rose,Comedy Drama,petty crime thrusts company feisty eightyoneyearold africanamerican woman named rose price grantham rose push boundaries relationship lives means love take road trip back roots,en,6.8
268009,Days of Hope,War Drama TV Movie History,four featurelength period dramas follow three young members yorkshire farming family first world war general strike ben volunteers army sister sarah husband phillip christian socialist conscientious objector men become scarred wartime experiences ben joins durham miners bitter struggle while phillip becomes labour general strike looms family find themselves heart pivotal moment british politics,en,5.0
82313,Shoot First And Pray You Live,Adventure Western Action,tale vengeance outlaw style red pierre hunts down legendary gunman bob mcgurk avenge murder mother father,en,6.0
134144,The Italian,Drama,immigrant leaves sweetheart italy find better life across sea grimy slums new york,en,6.0
180759,Nice Guy,Drama Crime,unemployed stay home dad begins venturing out night befriended group petty criminals strippers begins feel alive implicated murder finds himself indebted psychotic gangster drawn world violence threatens life familys safety,en,0.0
306819,The Danish Girl,Drama,gerda wegener asks husband einar fill portrait model einar discovers person shes meant begins living life lili elbe having realized true self gerdas love support lili embarks groundbreaking journey transgender pioneer,en,7.4
224894,The Man Whose Mind Exploded,Documentary,beautifully intimate utterly unique piece cinema toby amies crosses line filmmaker carer trying cope strange hilarious world view fragile eccentric drako zarharzar love story,en,6.0
295401,Underdog,Drama,yearold dino bianca kronlöf dreams different life like abundance swedes age fled mass unemployment home country search worthwhile existence nouveauriche oslo new life caught deadlock dino finds herself stuck destructive loop temporary jobs financial trouble hard partying broken arm incidentally leads position housekeeper norwegian middleclass home dino thrown reality far own during sultry summer weeks ends centre odd love triangle unpredictable struggle affection well dominance underdog tender raw story privilege longing yet same time humorous unmerciful observation shifted power balance sweden norway actuality swedes become norwegians servants,sv,7.5
56554,Stag Night of the Dead,Horror Comedy,mysterious plague sweeping nation wasnt bad enough dean still going ahead doomed wedding tomorrow morning leaves choice pick button holes chocolate fountain instructed bridezilla elaine five mates stripper play zomball top secret military compound get shoot zombies huge stun guns disobeying golden rule zomball never never humiliate zombie stags face overwhelming odds massed undead stag hunted down truth zomball finally revealed suddenly motherinlaw least deans problems,en,3.8
57876,Area 51,Horror Thriller Science Fiction,three young conspiracy theorists attempt uncover mysteries area governments secret location rumored hosted encounters alien beings find hidden facility exposes unimaginable secrets,en,4.3
357935,Forbidden Area,Drama,many bombers hibiscus air base crashing simply disappearing colonel price comes terrifying explanation anyone believe,en,6.0
128634,Prototype,Science Fiction Drama Fantasy,los angeles lawless wartorn terrain home chandra beautiful deadly young woman hawkiins tough exsoldier whose career terminated crippling wounds longer lovers pair still share erotic disturbing psychosexual derams brilliant research scientist experiments hawkins dramatically transformed prototype halfman halfrobotic machine allwarrior experiment gets badly out control deadly prototype escapes goes hunting chandra prime target elimination explosive climax ultimate battle commences determine whether mankind machines survive rule earth,en,4.8
330171,Latin Lover,Drama Comedy,five daughters famous actor different mothers different nationalities get together anniversary death celebration career,it,5.7
152787,Deaf Smith & Johnny Ears,Western,unusual spaghetti western departure exploitation filmmaker paolo cavara tarantola dal ventre nero two friends help sam houston work texas statehood johnny ears franco nero deafmute sidekick erastus deaf smith anthony quinn mexican general franco graziosi orders germany agitate populace film looks terrific thanks cinematography tonino delli colli upon time america often lacking story department perhaps part blame belongs coscreenwriter harry essex fresh off dreadful scifi flop octaman pamela tiffin appears prostitute film costars tom felleghy renato romano,it,6.0
297755,L♡DK,Romance Drama,aoi nishimoris parents moved another city work aoi didnt want transfer new high school stays behind lives apartment herself shusei kugayama moves next aois apartment shusei popular student high school due mistake aoi makes sprinkler off room until shuseis room fixed stays aoi,ja,6.8
17433,Street Fighter Alpha - The Movie,Action Animation,increasingly disturbed dark energies building within ryu confronted shun boy claiming brother never knew ryu consider whether shuns timely appearance coincidental shun kidnapped shadowlaw recover shun ryu undertake ultimate journey selfdiscovery learn control power threatening consume,ja,6.2
241843,Cooties,Action Comedy Horror,mysterious virus hits isolated elementary school transforming kids feral swarm mass savages unlikely hero lead motley band teachers fight lives,en,5.4
141138,The Kung Fu Instructor,Action Foreign,two rival clans unsuccessfully tried hire master good clan teach clan willing take answer frame master dirty deed didnt commit forces kill man battle townspeople attempt kill forced flee evil clan,en,5.5
148622,Forgotten Tune for the Flute,Drama Romance Comedy,flutist forgotten past present husband big mans daughter head one chief directorates sections felt unwell one day fortyyearold man pain heart unpleasant incident provided opportunity meet nurse named lida however stormy love affair ended filimonov returning normal life unloved wife,ru,4.5
32336,Station for Two,Drama Romance Comedy,platon ryabinin pianist traveling train distant town griboedov visit father gets off lunch during twenty minute stop zastupinsk railway station meets vera waitress refuses pay disgusting food doesnt even touch misses train due police investigation incident passport accidentally taken away andrei veras fiancé money stolen waits next train griboedov vera learns platon get sentenced sent prison far east car accident isnt guilty during days platon spend zastupinsk vera develop feelings,ru,6.7
27920,A Summer to Remember,Drama Comedy Family,based vera panova book complicated relationships years boy new stepfather,en,4.7
27924,Autumn Marathon,Comedy Drama,andrey pavlovich buzykin makes living teaching institute translating english literature cheating wife buzykins main problem hes kind man weak character lies telling wife time inconvincing never courage tell truth lover alla aware family life gets offended example cannot meet doesnt come home late doesnt want home new jacket gives avoid having explain wife alla nina andreis wife leave forgive return same time andrei continues kind life full suffering deceit finally women fed lies dont believe even telling truth,ru,7.1
65142,The Most Charming and Attractive,Comedy Romance,nadya klyueva single woman persuaded friend decides charm coworker doesnt really love popular man around,ru,5.8
73546,The Captivating Star of Happiness,Drama Romance History,december distinguished members russian military quite affluent noble lineage took upon themselves stir revolution against autocratic tyrannical czar nikolai wake honoring drafting constitution russian people revolution failed miserably conspirators known decembrists weeded out czar himself one one conspirators confess systematically exiled harsh winters siberia slated work wither prisonmine wives conspirators faced prospect leaving bosom wealth family including own children husbands brutal siberian locale agree face having illustrious social stations stripped away certain disdain everyone around,ru,5.7
27934,12 Chairs,Adventure Comedy,former aristocrat ippolit vorobyaninov leads miserable life soviet russia motherinlaw reveals secret hid family diamonds one twelve chairs vorobyaninov cooperation young con artist ostap bender start long search diamonds,ru,7.4
27935,Ordinary Miracle,Drama Comedy Romance Fantasy,wizard invents characters come life start arrive house king servants princes bear trapped mans body usual lot plot mainly rotates around bear wizard turned man bear wishes bear turn old self kiss princess gets complicated falls love princess arrived wizards house together single kiss destroy love,ru,7.6
46010,Old Men: Robbers,Comedy,old detective want retire only way out prove boss still catch criminals problem crimes recently work together retired friend decides commit perfect crime himself quickly solve real problems start real criminal steals money stolen,en,6.7
63258,Carnival Night,Comedy,new years eve employees economics institute ready annual new years entertainment program includes lot dancing singing jazz band performance even magic tricks suddenly announcement made new director elected arriving shortly comrade ogurtsov arrives time review disapprove scheduled entertainment holiday fun different meaning imagines speakers reading annual reports show institutes progress year perhaps bit serious music something classics played veterans orchestra obviously one wants change program hours show much less replace something boring now everyone team order prevent ogurtsov getting stage trap ogurtsov one way another others perform scheduled pieces celebrate new years eve,ru,5.8
57781,Old Hags,Drama Comedy,four old friends experiencing various troubles adapting new times modern russia,ru,5.7
56547,The Garage,Comedy Drama,automotive highway scheduled built through territory garage cooperative special meeting cooperative takes place reduce number garages already decided arranged chairholder board decision passes easily meeting one unexpected event happens meeting rooms entrance locked anonymous member key missing,ru,6.9
77986,A Key to the Bedroom,Comedy Romance,beginning new century capital russia amazing full poets beautiful women arts,en,1.0
57778,Unbelievable Adventures of Italians in Russia,Comedy Adventure,italy dying woman tells granddaughter hid treasure many years ago russia city leningrad people around died learn thus several people arrive leningrad trying find treasure one himselfherself whats worse only information treasure lion leningrad city known numerous statues lions story gets even interesting soviet militia police learns whole thing send undercover agent,ru,6.1
63303,Girl without an Address,Comedy Romance,provincial girl failed enter theatre institute learned advantages disadvantages living capital working alternatively lift operator housemaid even model fashion house guy met train vainly tried find big city finally met railway station moment getting train leave capital,en,5.0
78132,For the Matches,Comedy,eastern finland liperi exact annaliisa ihalainen asks husband antti get matches ihalainen household unfortunately trip takes little longer expected,ru,6.2
42275,It Can't Be!,Comedy,movie includes three diffirent skits including different actors first skit store owner steals goods himself arrested brought court testify murder while thinks get busted stealing second skit includes cheating husband trying survive love triangle third skit includes man trying get married seeing bride only life bus,ru,6.7
80155,Incognito from St.Petersburg,Comedy,comedy based classic play revizor nikolai gogol,en,6.0
71051,Sportloto-82,Comedy,adventurous comedy bunch people hunting winning lottery ticket,en,6.5
41605,Running the Sahara,Documentary,small film crew tracks three extreme runners across sahara desert capturing incredible journey camera recording landmark moment athleticism humanitarianism history running sahara expedition documentary film narrated academy awardwinner matt damon directed academy awardwinner james moll running sahara documentary explores physical emotional impact tremendous test strength determination films narrative follows runners quest step toward finish line building great anticipation answering question amazing human feat truly possible,en,6.5
31648,12 Chairs,Adventure Comedy,former aristocrat ippolit vorobyaninov leads miserable life soviet russia motherinlaw reveals secret hid family diamonds one twelve chairs vorobyaninov cooperation young con artist ostap bender start long search diamonds,ru,7.3
324308,Steve Jobs: The Man in the Machine,Documentary,steve jobs died world wept accounted grief millions people didnt know evocative film navigates jobs path small house suburbs zen temples japan ceos office worlds richest company exploring jobs life work shaped relationship computer man machine provocative sometimes startling reevaluation legacy icon,en,6.4
87835,Inkubus,Horror,inkubus tells story skeleton crew working final shift soon demolished police station night takes gruesome turn demon inkubus calmly walks station holding severed head murdered girl inkubus toys crew allowing himself restrained begins proudly confess litany crimes dating back middle ages inkubus score settle one detective almost put away thirteen years ago dismay cops quickly become pawns inkubus brutal crowning achievement murder gore mayhem ultimately realize world only die written anonymous wwwimdbcom,en,4.9
33789,Wasting Away,Comedy Horror,brain freeze never bad youve tasted ale cream four friends inadvertently eat radioactive icecream turning zombies only problem dont see themselves undead super soldiers,en,5.6
125558,Among Friends,Comedy Horror,twisted horror dinner party gone wrong set against backdrop good time takes dark turn one group hijacks evening attempt help others come clean secret betrayals against one anotherand willing cut through bone order expose truth,en,4.1
266433,Ejecta,Science Fiction,two men witness unexplainable event sky historic solar storm approaches try survive terrifying life form hunts,en,3.6
347328,"OMG, I'm a Robot!",Comedy Science Fiction,sensitive guy finds out hes robot,he,10.0
319910,Broken Horses,Thriller Mystery Drama Crime,bonds brotherhood laws loyalty futility violence shadows mexico border gang wars,en,5.0
284279,Burnout,Action Comedy,remember cannonball run modern twist subject longest wildest funniest car race ever oslo north cape only rule getting first,no,7.1
313922,Green Room,Horror Crime Thriller,young punk rock band find themselves trapped secluded venue stumbling upon horrific act violence,en,6.7
37923,Last Embrace,Thriller Mystery Romance,secret agent harry hannan suffers mental breakdown botched mission mexico results death wife sent mental asylum eventually returns work begins doubt sanity receives bizarre death threat written hebrew knowing colleagues wants kill hannan teams pretty young college student ellie fabian attempt unravel mystery,en,5.8
72614,"One-Two, Soldiers Were Going...",Drama War,families soldiers heroically died meeting place squad last battle,ru,7.0
20899,The Adventures of Buratino,Family Fantasy Adventure,wooden boy buratino tries find place life befriends toys toy theater owned evil karabasbarabas gets tricked alice fox basilio cat finally discovers mystery golden key given kind tortila tortoise,ru,5.4
298432,Freeway: Crack in the System,Documentary,freeway crack system tells story broken dreams drug dealers dirty cops government complicitymore compelling fiction real story behind americas longest war documentary awardwinning filmmaker marc levin slam untouchable brick city exposes infiltration crack cocaine destroyed innercity neighborhoods across country center rise fall redemption freeway rick ross street hustler became king crack journalist gary webb broke story cias complicity drug war featuring exclusive interviews freeway rick ross confused rapper took name pulitzer prize winning journalist gary webb source coral baca wife susan webb former los angeles deputy sheriff roberto juarez drug trafficker julio zavala many,en,9.0
24436,A Diva's Christmas Carol,Family Comedy,remake dickens classic christmas carol featuring nasty pop singer gets reality check three christmas spirits,en,4.8
5900,The Dress,Comedy Drama,story summer dress especially train conductor played van warmerdam director dress functions catalyst whimsical events turns out either tragic hilarious,nl,7.0
163428,Man Follows Birds,Drama,man follows birds comingofage story young uzbek poet surrounded violence farouk fascinated trees khamraev films lot melancholy tenderness cast apart because hes poor fathers drunk farouk happy village father dies decides mountains best friends looking nature purest two teenage boys deal cruelty violent barbarians trip make meet lost orphan girl wise beggar,ru,5.0
283587,Beasts of No Nation,Drama War,drama based experiences agu child soldier fighting civil war unnamed african country follows journey young boy agu forced join group soldiers fictional west african country while agu fears commander many men around fledgling childhood brutally shattered war raging through country first torn conflicting revulsion fascination depicts mechanics war shy away explicit visceral detail paints complex difficult picture agu child soldier,en,7.6
328132,Earth's Golden Playground,Documentary,since first gold rush late yukon legendary klondike gold fields known remote country shrouded mystery lesserknown fact area around dawson city still attracts prospectors world unites unshakable belief fabled mother lode found yet film chronicles hunt hidden treasure besides usual greenhorns dreamers unlucky sourdough corwin stakes ever new claims hope striking rich one day antagonist timothy discovered gold bearing creek many years ago now spends winters philippines while toiling away summertime qualms activities considers environmental damage causes temporary,en,0.0
293850,The Magic of Heineken,Documentary,take captivating ride through nearly years entertaining history telling story worlds largest family controlled brewer meet gerard adriaan heineken founded first heineken brewery follow extraordinary tale pioneering adventure relentless obsession quality persistent innovation environmental sustainability celebrated sports music events,en,0.0
27724,Psychopathia Sexualis,Drama Romance,multinarrative adaptation richard krafftebings notorious medicoforensic study sexual perversity,en,5.0
285460,Limited Partnership,Documentary,limited partnership love story filipinoamerican richard adams australian tony sullivan became one first samesex couples world legally married applying green card tony based marriage couple received denial letter immigration naturalization service stating failed establish bona fide marital relationship exist two faggots outraged letter prevent tonys impending deportation couple sued government filing first federal lawsuit seeking equal treatment samesex marriage history tenacious story love marriage immigration equality precedent setting little known until now,en,0.0
241739,Hell and Mr Fudge,Drama,hell fudge american drama film directed jeff wood written brian phillip stoddard based true story film stars mackenzie astin edward fudge alabama preacher hired determine existence hell,en,0.0
261817,Gabriel,Drama Family Thriller,convinced reuniting old girlfriend bring dreams fruition gabriel risks desperate increasingly obsessive pursuit,en,7.3
49693,The Reader,Comedy Drama,multifaceted film based raymond jeans novel lectrice constance mioumiou reads novel aloud bed lover inspired story marie woman advertises services reader literature constance decides same film takes kaleidoscopic effect lives constance marie become merged making hard distinguish real fantasy structure complicated lives constances clients become tangled stories reads film interspersed readings well known literary sources diverse amongst others baudelaire duras tolstoy lewis carroll sades days,fr,4.4
326441,Pernicious,Horror,supposed adventure lifetime three young girls spend summer thailand adventure quickly becomes nightmare trio unleashes spirit murdered child only one thing mind revenge,en,4.7
273261,Red Knot,Drama,peter chloe young married couple new york decide impulse take belated honeymoon onboard research vessel route icy wastes antarctica long journey chloe begins feel neglected betrayed peter focused gathering information article plans publish return work one fellow passengers whale biologist roger payne unforgivable betrayal trust peter chloe turns fledgling marriage upside down moving own room staking out independence onboard ship drawing attention poles within impressionistic story oscillates superconfined interiors ship vast open spaces antarctica end until chloe peter lost perhaps literally perhaps metaphorically antarctic ice discover essential one,en,5.6
333344,Dirty Weekend,Drama Comedy,during layover albuquerque work colleagues les natalie discover ever thought possible anxious irritable les drawn back city past experiences cant forget even doesnt really remember particulars previous drunken adventure natalie refusing leave side follows along own secrets slowly revealed leaving feeling vulnerable unbound,en,5.2
242462,The Activist,Thriller,political thriller during wounded knee insurrection two activist arrested maintain custody sheriffs office meet nixon advisor lawyer senator movie star activist feb anniversary insurrection written anonymous,en,4.0
356216,The Rise of the Krays,Crime,follows early years two unknown year old amateur boxers quickly fought way becoming feared respected villains london told through eyes close friend survived see rise infamy through drugs sex murder,en,4.5
296503,Dude Bro Party Massacre III,Horror Comedy,wake two backtoback mass murders chicos frat row loner brent chirino infiltrate ranks popular fraternity investigate twin brothers murder hands serial killer known motherface,en,6.2
233490,Underdog Kids,Family Action,inner city kids poor neighborhood against undefeated beverly hills junior national karate team,en,4.1
261818,Glass Chin,Drama Thriller,going down fifth round boxer bud gordon bowed out limelight now residing fixerupper apartment new jersey girlfriend bud longs former manhattan glory effort get back game makes deal crooked restaurateur quick schemes rarely bring easy payoffs consequences business negotiations unfold bud make choice integrity aspirations,en,5.5
328589,The Lady in the Van,Comedy Drama,true story relationship alan bennett singular miss shepherd woman uncertain origins temporarily parked van bennetts london driveway proceeded live years,en,6.0
338928,He Named Me Malala,Documentary,look events leading talibans attack young pakistani school girl malala yousafzai speaking out girls education aftermath including speech united nations,en,5.6
317981,Bloodsucking Bastards,Comedy Horror,actionpacked horror comedy bloodsucking bastards stars fran kranz evan dutiful overworked employee stuck soulkilling corporation beautiful coworker girlfriend amanda emma fitzpatrick slacker best friend tim joey kern evans world begins crumble amanda dumps boss ted joel murray hands coveted promotion nemesis max pedro pascal office mates start going through disturbing changes evan find way stop evil brewing admist cubicles rescue workplace pals life career deadend dead,en,5.6
346093,KillerSaurus,Horror Science Fiction,scientist runs short funding lifesaving medical bioprinting research accepts offer investment shadowy military organisation return forced use technology create ultimate battlefield weapon full size tyrannosaurus rex horrific accident dinosaur massacres research team scientist shuts down project however investors demand results only matter time deadly trex unleashed upon world,en,5.0
280005,Blood Moon,Western Horror,stagecoach full passengers enigmatic gunslinger held hostage two outlaws run law events take unexpected turn travelers stalked mythical beast only appears night blood red moon,en,5.6
355135,Hamtaro: The Captive Princess,Fantasy Adventure Animation Family,lately hamtaro having strange dream dream beautiful princess hamster tearfully asks help hamtaro tells friends maxwell pulls out hamham source book according book homeland hamsters called hamja kingdom hamhams build sand castle recite spell exactly way written book whooshed kingdom last hamsters reach bustling hamja kingdom hamsters bad magic cat sabakunya appears suddenly riding giant sheep monster mee mee starts trample town hamhams told state kingdom find sabakunya snatched kings daughter princess shera pressing marriage kingdoms founding day sabakunya trying take country something clicks hamtaros mind princess shera without doubt princess appeared dreams,en,0.0
72720,Hot Wheels Acceleracers: Ignition,Science Fiction Family Animation,two rival race teams teku metal maniacs recruited peter tezla race fantastic racing realms retrieve allpowerful accelechargers fall hands deadly racing drones drivers race through storm swamp realms,en,7.7
150213,Pokémon the Movie: Kyurem vs. the Sword of Justice,Animation,movie features ash two friends iris cilan help keldeo battle against powerful dragontype pokémon named kyurem test become sacred swordsman,ja,5.5
50087,Pokémon: Zoroark: Master of Illusions,Adventure Animation Family,thirteenth film overall longrunning series fourth movie diamond pearl story arc includes upcoming creature pokémon black amp white named zoroark main character well preevolved form zorua movie celebi travels past prevent battle raikou entei suicune seeing future battle vision meanwhile ash brock dawn make crown city attend annual pokémon baccer world cup encounter zorua lost companion town attacked legendary pokémon raikou entei suicune revealed actually zoroark celebi appear future help trio stop rampaging pokémon,ja,6.4
41091,...ing,Drama Romance,follows life young woman minah become reserved indifferent world result chronic illnessdeformed hand quietly portrays unconventional yet endearing relationship mother daughter well development minah befriended high spirited carefree photographer youngjae moves apartment complex,ko,6.6
318279,Meru,Adventure Documentary,meru electrifying story three elite american climbersconrad anker jimmy chin renan ozturkbent achieving impossible,en,7.4
323674,6 Years,Romance Drama,young couple bound seemingly ideal love begins unravel unexpected opportunities spin down volatile violent path threaten future always imagined,en,5.5
41144,To Save A Life,Drama,jake taylor everything beautiful girl hes champion basketball beer pong everyone loves old childhood friend jake used friends commits suicide jake begins think wonders couldve done save friends life youth minister tells jake needs god jake becomes christian however things begin spin out control dad cheating mom girlfriend pregnant former friends ridicule mock during jake going realize means christian save life,en,6.2
323366,Pod,Thriller Horror Mystery,family intervention goes horrifically awry within snowy confines isolated lake house,en,3.9
345468,Contracted: Phase II,Drama Horror Thriller,picking directly previous film left off story follows riley one last people come contact samantha scrambles track down responsible outbreak highly contagious disease only consumes body world know,en,5.3
57627,A Little Thing Called Love,Comedy Romance,ordinary years old girl name nam shes unattractive simple call ugly secretly love older guy grade name chon popular student highschool hes hot perfect generous thats make girls school going crazy including nam doesnt give easily tried everything made pretty good outstanding school because hopes turned around time,th,7.5
298865,Lost After Dark,Horror,group teens sneak out high school dance cruise around unsupervised fun car runs out gas deserted road discover old farmhouse cannibal killer living inside,en,4.7
191312,For Elise,Horror Mystery,young college responsible care innocent little girl soon knows give twist endanger own life begin crossing floor third floor left road without knowing directly door open forces evil freeing through building desperate race save lives terror pure evil next aisle,es,4.8
279968,White Settlers,Mystery Thriller Horror,young urban couple sarah set begin new life move london isolated borders scottish farmhouse falling love century castle farm seeing potential fixerupper anxious get started renovations bed first night sarah thinks hear noises darkness disbelieving saying imagination playing tricks persisting fear alone house forces investigate doesnt return scarily long period goes downstairs investigate only confronted welcoming committee masked intruders desperately searches terrifying game cat mouse ensues mysterious assailants want horrors planned two newcomers,en,4.6
266061,Xenia,Drama,strangers own birthplace camp yearold lollipopsucking dany yearold brother odysseus cross entire country along pet rabbit dido search greek father only know nameless death albanian mother hope get greek passports citizenship journey encounter racism prejudice,el,5.5
303903,Pokémon the Movie: Diancie and the Cocoon of Destruction,Animation,country called diamond domain lies powerful heart diamond served kingdoms source energy maintained ore country centuries many carbink live diamond domain including princess jewel pokémon diancie created heart diamond diancie longer power control heart diamond country falling chaos result one day diancie meets ash friends asks journey find life pokémon xerneas order restore heart diamond standing way pokémon destruction yveltal stole life kalos region during journey attacked team rocket well jewel thieves marilyn flame ninja riot aided millis steel father argus travelers encounter cocoon destruction,ja,5.6
350499,Pokémon the Movie: Hoopa and the Clash of Ages,Adventure Animation Action,ash pikachu friends come desert city sea meet mythical pokémon hoopa ability summon thingsincluding people pokémonthrough magic rings scary incident learn story brave hero stopped rampage terrifying pokémon long ago now threat bottled years danger breaking loose,ja,6.2
71118,Felicidades,Comedy Foreign,feel lonely desert said little prince feel lonely among men said snake antoine saint exupéry,es,5.0
68591,Snowglobe,Family Fantasy Science Fiction TV Movie,young woman discovers christmasthemed dreamworld inside magical snowglobe angela loves christmas anything however family share love holiday breakdown because family receives snowglobe mail opens snowglobe transported world inside christmas heart soul everyone lives discovers return world going down small path small forest edge village return whenever winds snowglobe long set visits globe accidentally gets trapped inside,en,6.3
286452,Varsity Blood,Horror,pack muscleheaded small town jocks bouncy cheerleader girlfriends share dark secret theyre share whole lot halloween theyve got reason wild heading out remote farmhouse night booze bad behaviour soon find theyve bargained shape team mascot indian warrior wielding lethal fighting axe one one fall victim killer learn dead cheerleader pretty bloody,en,3.7
70069,Doomed,Horror,future death row criminals given chance gain pardon survivor style reality show only find island full zombie excontestants bad sounds,en,1.5
50506,Mrs. Miracle,Comedy Fantasy Romance TV Movie,overwhelmed widower seth webster searching housekeeper help unruly six year old twin sons mrs miracle mysteriously appears quickly becomes irreplaceable nanny chef friend matchmaker,en,5.2
90118,A Little Bit Zombie,Science Fiction Comedy Horror,infected virus mild mannered manager attempts fulfill overwhelming desire brains while trying keep together incur wrath bridezillatobe,en,5.4
42673,Santa Baby 2,Comedy TV Movie,jenny mccarthy reprises role mary class santas businessminded daughter help save christmas santa baby christmas maybe sequel abc familys original hit movie santas midst latelife crisis hes tired responsibilities job ready pass reins mary feels torn family business running own high stakes firm new york city along balancing relationship love life luke dean mcdermott situation gets increasingly dire teri ambitious new arrival north pole sows dissension workshop effort take christmas,en,4.5
275985,The Coed and the Zombie Stoner,Horror Comedy,sorority girl falls love zombie only matter time zombie apocalypse unleashed campus sorority girl discovers weed cure now smoke out whole school late,en,3.4
350555,The Midwife,Drama War Romance,midwife finkätilö romancedrama set during wwii finlands lapland province major european battle ground war based katja kettus bestselling novel midwife turns love affair lapp midwife nazi officer set against backdrop lapland war opposed finnish germany armies themes story international conquering love war class boundaries broken down,fi,6.1
153781,Lasting,Foreign Drama Romance,lasting emotional love story michał karina pair polish students meet fall love while working summer jobs spain unexpected nightmare brutally breaks carefree time heavenly landscape throws lives chaos,pl,6.3
295884,Saving Christmas,Comedy Family,kirk enjoying annual christmas party extravaganza thrown sister until realizes needs help out christian brotherinlaw bad case bahhumbugs,en,1.7
104244,The Possessed,Mystery Crime Drama,visitor arrives small italian village discovers residents acting like soulless zombiesand begins suspect influence mysterious local woman,it,6.6
126415,Pride and Vengeance,Action Drama Romance Western,spanish army officer don jose nero stationed seville meets begins relationship mysterious gypsy carmen aumont discovers cheated lieutenant kills officer flees city carmen recovers wounds forced begin life bandit,it,6.3
95375,"Young, Violent, Dangerous",Thriller Crime Drama,paul joe louie three young men good families decide bloodthirsty pointless crime spree much dismay pauls girlfriend eleonora giorgi local police commissioner tomas milian group starts robbing gas station paul guns down three innocent bystanders later decide rob bank grocery store paul ends killing people isnt long entire police force looking three criminals pick girl hightail swiss border killing everyone path,it,6.0
195768,City Under Siege,Thriller Crime,string violent jewel robberies force police inspector parrino get rough citys criminal scum things take turn worse hes confronted murder prostitute,it,0.0
85784,The Double,Thriller Mystery,man shot underground carpark mysterious bearded man dies recollects events led situation including adulterous liaisons jealous envy,en,4.3
95864,"10,000 Dollars for a Massacre",Western,django hunting bandit manuel because theres price head meets manuel joins gang instead robbery,it,6.3
2798,Oscar,Comedy,film originated play paris story focuses oneday adventures bertrand barnier played genius french cinema louis funes same morning learns daughter pregnant employee stole large amount money company maid resign order marry wealthy neighbor body builder interested marrying daughter seemingly complicated storyline full comedy errors hilarious mime scenes french cinema,fr,7.4
91060,Johnny Yuma,Action Drama Western,infidelity murder betrayal lies center violent spaghetti western scheming wife away husband causing mans heir seek revenge number doublecrosses bloody gun battles follow eventually driving woman flee desert,it,8.0
242262,La sedia della felicità,Comedy,dino craft practice tattoos bruna beautician studies facing learn mysterious treasure hidden chair belonged woman now dead,it,5.6
310123,Zid,Thriller Romance,girl falls love journalist still involved girlfriend pair get trapped hit run case able prove innocence,en,7.5
287948,The Transporter Refueled,Thriller Action Crime,fastpaced action movie set criminal underworld france frank martin known transporter because best driver mercenary money buy installment meets anna attempt take down group ruthless russian human traffickers kidnapped franks father,en,5.3
126832,Stan,TV Movie Documentary,stanley laurels last visit oliver hardy originally told neil brands radio play,en,4.0
218974,Redemption,History,january village north portugal child writes parents angola tell sad portugal july milan old man remembers first love paris man tells baby daughter never real father during wedding ceremony september leipzig bride battles against wagner opera cant get out head four poor devils begun searching redemption,en,10.0
154582,Artists Under the Big Top: Perplexed,Drama,young circus director ends going television father trapeze performer dies circus accident,de,6.7
89625,The Inextinguishable Fire,Documentary,austere treatise militaryindustrial complex produces napalm,de,6.6
163942,Adrienn Pál,Drama,piroska overweight alienated nurse cant resist creamfilled pastries works terminal ward hospital life surrounded death one day sets off find longlost childhood friend while tracing recollections embarks paradoxfilled voyage within own memory memory encounters,en,2.5
